Frame,Visibility,X,Y,Time
58,1,643,226,00:00:01.9
59,1,656,213,00:00:01.9333333333333333
60,1,666,205,00:00:01.9666666666666666
61,1,680,196,00:00:02.0
62,1,691,186,00:00:02.033333333333333
63,1,702,178,00:00:02.0666666666666664
64,1,715,173,00:00:02.1
65,1,726,167,00:00:02.1333333333333333
66,1,738,163,00:00:02.1666666666666665
67,1,751,160,00:00:02.2
68,1,761,158,00:00:02.2333333333333334
69,1,775,156,00:00:02.2666666666666666
70,1,786,153,00:00:02.3
71,1,798,155,00:00:02.3333333333333335
72,1,810,156,00:00:02.3666666666666667
73,0,0,0,00:00:02.4
74,0,0,0,00:00:02.433333333333333
75,1,845,171,00:00:02.466666666666667
76,1,856,176,00:00:02.5
77,1,868,183,00:00:02.533333333333333
78,1,880,196,00:00:02.5666666666666664
79,1,892,206,00:00:02.6
80,1,903,216,00:00:02.6333333333333333
81,1,915,231,00:00:02.6666666666666665
82,1,926,245,00:00:02.7
83,1,936,261,00:00:02.7333333333333334
84,1,641,371,00:00:02.7666666666666666
85,1,956,296,00:00:02.8
86,1,965,316,00:00:02.8333333333333335
87,1,976,338,00:00:02.8666666666666667
88,1,925,326,00:00:02.9
89,1,895,315,00:00:02.933333333333333
90,1,872,308,00:00:02.966666666666667
91,1,858,306,00:00:03.0
92,1,848,303,00:00:03.033333333333333
93,1,841,302,00:00:03.0666666666666664
94,1,836,303,00:00:03.1
95,1,831,303,00:00:03.1333333333333333
96,1,826,303,00:00:03.1666666666666665
97,1,823,306,00:00:03.2
98,1,821,307,00:00:03.2333333333333334
99,1,818,311,00:00:03.2666666666666666
100,1,816,312,00:00:03.3
101,1,815,316,00:00:03.3333333333333335
102,1,656,366,00:00:03.3666666666666667
103,1,811,321,00:00:03.4
104,1,810,323,00:00:03.433333333333333
105,1,691,368,00:00:03.466666666666667
106,1,808,331,00:00:03.5
107,1,807,333,00:00:03.533333333333333
108,1,735,366,00:00:03.5666666666666664
109,0,0,0,00:00:03.6
110,0,0,0,00:00:03.6333333333333333
111,0,0,0,00:00:03.6666666666666665
112,0,0,0,00:00:03.6999999999999997
113,0,0,0,00:00:03.7333333333333334
114,0,0,0,00:00:03.7666666666666666
115,0,0,0,00:00:03.8
116,0,0,0,00:00:03.8333333333333335
117,0,0,0,00:00:03.8666666666666667
118,0,0,0,00:00:03.9
119,1,736,325,00:00:03.933333333333333
120,1,737,325,00:00:03.966666666666667
121,1,733,472,00:00:04.0
122,1,733,470,00:00:04.033333333333333
123,1,1173,318,00:00:04.066666666666666
124,0,0,0,00:00:04.1
125,0,0,0,00:00:04.133333333333333
126,1,730,477,00:00:04.166666666666667
127,0,0,0,00:00:04.2
128,0,0,0,00:00:04.233333333333333
129,0,0,0,00:00:04.266666666666667
130,1,755,478,00:00:04.3
131,1,753,476,00:00:04.333333333333333
132,0,0,0,00:00:04.366666666666666
133,1,757,468,00:00:04.4
134,1,756,466,00:00:04.433333333333334
135,0,0,0,00:00:04.466666666666667
136,0,0,0,00:00:04.5
137,0,0,0,00:00:04.533333333333333
138,0,0,0,00:00:04.566666666666666
139,0,0,0,00:00:04.6
140,0,0,0,00:00:04.633333333333333
141,0,0,0,00:00:04.666666666666667
142,0,0,0,00:00:04.7
143,0,0,0,00:00:04.733333333333333
144,0,0,0,00:00:04.766666666666667
145,1,698,455,00:00:04.8
146,1,692,453,00:00:04.833333333333333
147,1,686,456,00:00:04.866666666666666
148,0,0,0,00:00:04.9
149,0,0,0,00:00:04.933333333333334
150,1,626,165,00:00:04.966666666666667
151,0,0,0,00:00:05.0
152,1,627,165,00:00:05.033333333333333
153,0,0,0,00:00:05.066666666666666
154,0,0,0,00:00:05.1
155,0,0,0,00:00:05.133333333333333
156,1,833,372,00:00:05.166666666666667
157,1,836,368,00:00:05.2
158,0,0,0,00:00:05.233333333333333
159,0,0,0,00:00:05.266666666666667
160,0,0,0,00:00:05.3
161,0,0,0,00:00:05.333333333333333
162,1,642,457,00:00:05.366666666666666
163,1,626,166,00:00:05.4
164,1,627,165,00:00:05.433333333333334
165,1,831,371,00:00:05.466666666666667
166,0,0,0,00:00:05.5
