Frame,Visibility,X,Y,Time
123,0,0,0,00:00:04.066666666666666
124,1,616,303,00:00:04.1
125,0,0,0,00:00:04.133333333333333
126,0,0,0,00:00:04.166666666666667
127,1,806,6,00:00:04.2
128,1,811,16,00:00:04.233333333333333
129,1,815,26,00:00:04.266666666666667
130,1,818,41,00:00:04.3
131,1,818,37,00:00:04.333333333333333
132,1,821,53,00:00:04.366666666666666
133,1,826,71,00:00:04.4
134,1,828,86,00:00:04.433333333333334
135,1,831,103,00:00:04.466666666666667
136,1,836,123,00:00:04.5
137,1,833,121,00:00:04.533333333333333
138,1,838,141,00:00:04.566666666666666
139,1,841,163,00:00:04.6
140,1,843,185,00:00:04.633333333333333
141,1,846,206,00:00:04.666666666666667
142,1,848,226,00:00:04.7
143,1,848,225,00:00:04.733333333333333
144,1,663,278,00:00:04.766666666666667
145,1,853,271,00:00:04.8
146,1,847,280,00:00:04.833333333333333
147,1,836,268,00:00:04.866666666666666
148,1,832,263,00:00:04.9
149,1,832,265,00:00:04.933333333333334
150,1,828,261,00:00:04.966666666666667
151,1,826,261,00:00:05.0
152,1,826,261,00:00:05.033333333333333
153,1,823,263,00:00:05.066666666666666
154,1,823,266,00:00:05.1
155,1,823,266,00:00:05.133333333333333
156,1,822,268,00:00:05.166666666666667
157,1,821,272,00:00:05.2
158,1,821,277,00:00:05.233333333333333
159,1,821,281,00:00:05.266666666666667
160,1,821,286,00:00:05.3
161,1,821,286,00:00:05.333333333333333
162,1,822,291,00:00:05.366666666666666
163,1,821,298,00:00:05.4
164,1,822,303,00:00:05.433333333333334
165,1,796,305,00:00:05.466666666666667
166,1,825,306,00:00:05.5
167,1,823,305,00:00:05.533333333333333
168,0,0,0,00:00:05.566666666666666
169,0,0,0,00:00:05.6
170,0,0,0,00:00:05.633333333333333
171,0,0,0,00:00:05.666666666666667
172,0,0,0,00:00:05.7
173,0,0,0,00:00:05.733333333333333
174,0,0,0,00:00:05.766666666666667
175,0,0,0,00:00:05.8
176,0,0,0,00:00:05.833333333333333
177,0,0,0,00:00:05.866666666666666
178,0,0,0,00:00:05.9
179,0,0,0,00:00:05.933333333333334
180,0,0,0,00:00:05.966666666666667
181,0,0,0,00:00:06.0
182,0,0,0,00:00:06.033333333333333
183,0,0,0,00:00:06.066666666666666
184,0,0,0,00:00:06.1
185,0,0,0,00:00:06.133333333333333
186,0,0,0,00:00:06.166666666666667
187,1,811,290,00:00:06.2
188,0,0,0,00:00:06.233333333333333
189,0,0,0,00:00:06.266666666666667
190,0,0,0,00:00:06.3
191,0,0,0,00:00:06.333333333333333
192,0,0,0,00:00:06.366666666666666
193,0,0,0,00:00:06.4
194,0,0,0,00:00:06.433333333333334
195,0,0,0,00:00:06.466666666666667
