Frame,Visibility,X,Y,Time
123,1,588,118,00:00:04.066666666666666
124,1,581,111,00:00:04.1
125,1,581,111,00:00:04.133333333333333
126,1,573,102,00:00:04.166666666666667
127,1,566,96,00:00:04.2
128,1,560,91,00:00:04.233333333333333
129,1,553,88,00:00:04.266666666666667
130,1,548,86,00:00:04.3
131,1,548,87,00:00:04.333333333333333
132,1,541,86,00:00:04.366666666666666
133,1,536,86,00:00:04.4
134,1,532,87,00:00:04.433333333333334
135,1,527,91,00:00:04.466666666666667
136,1,523,93,00:00:04.5
137,1,523,93,00:00:04.533333333333333
138,1,520,98,00:00:04.566666666666666
139,1,516,105,00:00:04.6
140,1,513,111,00:00:04.633333333333333
141,1,510,118,00:00:04.666666666666667
142,1,506,126,00:00:04.7
143,1,506,126,00:00:04.733333333333333
144,1,503,136,00:00:04.766666666666667
145,1,501,146,00:00:04.8
146,1,500,156,00:00:04.833333333333333
147,1,498,168,00:00:04.866666666666666
148,1,496,181,00:00:04.9
149,1,496,178,00:00:04.933333333333334
150,1,493,193,00:00:04.966666666666667
151,1,492,206,00:00:05.0
152,1,491,217,00:00:05.033333333333333
153,1,491,232,00:00:05.066666666666666
154,1,488,246,00:00:05.1
155,1,488,243,00:00:05.133333333333333
156,1,486,266,00:00:05.166666666666667
157,1,490,278,00:00:05.2
158,1,488,291,00:00:05.233333333333333
159,1,488,305,00:00:05.266666666666667
160,1,490,316,00:00:05.3
161,1,490,315,00:00:05.333333333333333
162,1,490,327,00:00:05.366666666666666
163,1,490,341,00:00:05.4
164,1,488,351,00:00:05.433333333333334
165,1,488,363,00:00:05.466666666666667
166,1,488,375,00:00:05.5
167,1,488,372,00:00:05.533333333333333
168,1,488,388,00:00:05.566666666666666
169,1,488,401,00:00:05.6
170,1,488,413,00:00:05.633333333333333
171,1,487,431,00:00:05.666666666666667
172,1,487,443,00:00:05.7
173,1,487,441,00:00:05.733333333333333
174,1,486,461,00:00:05.766666666666667
175,1,486,473,00:00:05.8
176,1,486,490,00:00:05.833333333333333
177,1,485,500,00:00:05.866666666666666
178,1,481,473,00:00:05.9
179,1,481,476,00:00:05.933333333333334
180,1,476,445,00:00:05.966666666666667
181,1,471,427,00:00:06.0
182,1,468,410,00:00:06.033333333333333
183,1,470,392,00:00:06.066666666666666
184,1,471,383,00:00:06.1
185,1,471,386,00:00:06.133333333333333
186,1,470,376,00:00:06.166666666666667
187,1,468,366,00:00:06.2
188,1,466,360,00:00:06.233333333333333
189,1,466,355,00:00:06.266666666666667
190,1,463,351,00:00:06.3
191,1,463,351,00:00:06.333333333333333
192,1,463,348,00:00:06.366666666666666
193,1,461,347,00:00:06.4
194,1,461,347,00:00:06.433333333333334
195,1,461,350,00:00:06.466666666666667
196,1,461,351,00:00:06.5
197,1,461,352,00:00:06.533333333333333
198,1,461,355,00:00:06.566666666666666
199,1,461,361,00:00:06.6
200,1,461,366,00:00:06.633333333333333
201,1,462,371,00:00:06.666666666666667
202,1,463,381,00:00:06.7
203,1,463,380,00:00:06.733333333333333
204,1,463,387,00:00:06.766666666666667
205,1,463,398,00:00:06.8
206,1,691,580,00:00:06.833333333333333
207,1,690,582,00:00:06.866666666666666
208,1,540,342,00:00:06.8999999999999995
209,1,540,342,00:00:06.933333333333334
210,1,566,322,00:00:06.966666666666667
211,1,582,311,00:00:07.0
212,1,600,301,00:00:07.033333333333333
213,1,618,291,00:00:07.066666666666666
214,1,631,286,00:00:07.1
215,1,630,286,00:00:07.133333333333333
216,1,647,278,00:00:07.166666666666667
217,1,658,276,00:00:07.2
218,1,671,273,00:00:07.233333333333333
219,1,686,273,00:00:07.266666666666667
220,1,696,276,00:00:07.3
221,1,693,273,00:00:07.333333333333333
222,1,706,276,00:00:07.366666666666666
223,1,716,281,00:00:07.3999999999999995
224,1,726,285,00:00:07.433333333333334
225,1,736,290,00:00:07.466666666666667
226,1,745,298,00:00:07.5
227,1,743,296,00:00:07.533333333333333
228,1,753,306,00:00:07.566666666666666
229,1,761,316,00:00:07.6
230,1,768,326,00:00:07.633333333333333
231,1,776,336,00:00:07.666666666666667
232,1,783,348,00:00:07.7
233,1,782,347,00:00:07.733333333333333
234,1,790,361,00:00:07.766666666666667
235,1,796,377,00:00:07.8
236,1,801,391,00:00:07.833333333333333
237,1,808,408,00:00:07.866666666666666
238,1,813,426,00:00:07.8999999999999995
239,1,813,423,00:00:07.933333333333334
240,1,818,442,00:00:07.966666666666667
241,1,826,461,00:00:08.0
242,1,828,483,00:00:08.033333333333333
243,1,785,447,00:00:08.066666666666666
244,1,738,397,00:00:08.1
245,1,741,397,00:00:08.133333333333333
246,1,713,376,00:00:08.166666666666666
247,0,0,0,00:00:08.2
248,0,0,0,00:00:08.233333333333333
249,1,647,326,00:00:08.266666666666666
250,1,635,318,00:00:08.3
251,1,636,318,00:00:08.333333333333334
252,1,622,311,00:00:08.366666666666667
253,1,610,306,00:00:08.4
254,1,601,303,00:00:08.433333333333334
255,1,591,301,00:00:08.466666666666667
256,1,583,301,00:00:08.5
257,1,586,301,00:00:08.533333333333333
258,1,578,301,00:00:08.566666666666666
259,1,570,303,00:00:08.6
260,1,565,305,00:00:08.633333333333333
261,1,557,308,00:00:08.666666666666666
262,1,552,313,00:00:08.7
263,1,553,313,00:00:08.733333333333333
264,1,536,316,00:00:08.766666666666666
265,1,545,326,00:00:08.8
266,1,540,335,00:00:08.833333333333334
267,1,551,333,00:00:08.866666666666667
268,1,558,331,00:00:08.9
269,1,558,331,00:00:08.933333333333334
270,1,567,326,00:00:08.966666666666667
271,1,578,323,00:00:09.0
272,1,583,322,00:00:09.033333333333333
273,1,586,321,00:00:09.066666666666666
274,1,591,322,00:00:09.1
275,0,0,0,00:00:09.133333333333333
276,1,595,321,00:00:09.166666666666666
277,0,0,0,00:00:09.2
278,0,0,0,00:00:09.233333333333333
279,0,0,0,00:00:09.266666666666666
280,1,557,425,00:00:09.3
281,1,556,425,00:00:09.333333333333334
282,0,0,0,00:00:09.366666666666667
283,1,625,375,00:00:09.4
284,1,631,380,00:00:09.433333333333334
285,0,0,0,00:00:09.466666666666667
286,1,560,402,00:00:09.5
287,1,561,408,00:00:09.533333333333333
288,0,0,0,00:00:09.566666666666666
289,0,0,0,00:00:09.6
290,0,0,0,00:00:09.633333333333333
291,1,603,573,00:00:09.666666666666666
292,0,0,0,00:00:09.7
293,0,0,0,00:00:09.733333333333333
294,0,0,0,00:00:09.766666666666666
295,0,0,0,00:00:09.8
296,1,681,417,00:00:09.833333333333334
297,1,685,393,00:00:09.866666666666667
298,1,691,378,00:00:09.9
299,1,691,380,00:00:09.933333333333334
300,1,698,365,00:00:09.966666666666667
301,1,708,351,00:00:10.0
302,1,716,341,00:00:10.033333333333333
303,1,721,331,00:00:10.066666666666666
304,1,727,323,00:00:10.1
305,1,726,325,00:00:10.133333333333333
306,1,731,318,00:00:10.166666666666666
307,1,738,313,00:00:10.2
308,1,743,311,00:00:10.233333333333333
309,1,748,308,00:00:10.266666666666666
310,1,753,307,00:00:10.3
311,1,753,308,00:00:10.333333333333334
312,1,758,308,00:00:10.366666666666667
313,1,763,311,00:00:10.4
314,1,768,311,00:00:10.433333333333334
315,1,773,316,00:00:10.466666666666667
316,1,778,321,00:00:10.5
317,1,777,321,00:00:10.533333333333333
318,1,781,328,00:00:10.566666666666666
319,1,786,336,00:00:10.6
320,1,791,346,00:00:10.633333333333333
321,1,796,356,00:00:10.666666666666666
322,1,798,366,00:00:10.7
323,1,797,363,00:00:10.733333333333333
324,1,800,367,00:00:10.766666666666666
325,1,801,356,00:00:10.8
326,1,803,352,00:00:10.833333333333334
327,1,806,347,00:00:10.866666666666667
328,1,806,345,00:00:10.9
329,1,806,345,00:00:10.933333333333334
330,1,806,341,00:00:10.966666666666667
331,1,806,340,00:00:11.0
332,1,806,338,00:00:11.033333333333333
333,1,806,338,00:00:11.066666666666666
334,1,806,341,00:00:11.1
335,1,806,341,00:00:11.133333333333333
336,1,806,346,00:00:11.166666666666666
337,1,803,351,00:00:11.2
338,1,803,357,00:00:11.233333333333333
339,1,803,366,00:00:11.266666666666666
340,1,803,376,00:00:11.3
341,1,803,376,00:00:11.333333333333334
342,1,803,385,00:00:11.366666666666667
343,1,803,396,00:00:11.4
344,1,803,406,00:00:11.433333333333334
345,1,803,420,00:00:11.466666666666667
346,1,803,433,00:00:11.5
347,1,803,433,00:00:11.533333333333333
348,1,803,446,00:00:11.566666666666666
349,1,803,443,00:00:11.6
350,1,803,421,00:00:11.633333333333333
351,1,806,401,00:00:11.666666666666666
352,1,806,388,00:00:11.7
353,1,806,391,00:00:11.733333333333333
354,1,805,380,00:00:11.766666666666666
355,1,805,370,00:00:11.8
356,1,805,361,00:00:11.833333333333334
357,1,806,353,00:00:11.866666666666667
358,1,807,350,00:00:11.9
359,1,807,350,00:00:11.933333333333334
360,1,810,346,00:00:11.966666666666667
361,1,811,343,00:00:12.0
362,1,812,342,00:00:12.033333333333333
363,1,815,343,00:00:12.066666666666666
364,1,816,345,00:00:12.1
365,1,816,346,00:00:12.133333333333333
366,1,816,346,00:00:12.166666666666666
367,1,818,348,00:00:12.2
368,1,821,353,00:00:12.233333333333333
369,1,821,361,00:00:12.266666666666666
370,1,821,367,00:00:12.3
371,1,821,367,00:00:12.333333333333334
372,1,822,371,00:00:12.366666666666667
373,1,825,386,00:00:12.4
374,1,823,397,00:00:12.433333333333334
375,1,825,407,00:00:12.466666666666667
376,1,826,421,00:00:12.5
377,1,825,421,00:00:12.533333333333333
378,1,825,380,00:00:12.566666666666666
379,1,815,317,00:00:12.6
380,1,812,282,00:00:12.633333333333333
381,1,812,248,00:00:12.666666666666666
382,1,811,218,00:00:12.7
383,1,810,218,00:00:12.733333333333333
384,1,808,196,00:00:12.766666666666666
385,1,806,168,00:00:12.8
386,1,806,151,00:00:12.833333333333334
387,1,803,133,00:00:12.866666666666667
388,1,801,116,00:00:12.9
389,1,801,120,00:00:12.933333333333334
390,1,801,105,00:00:12.966666666666667
391,1,801,92,00:00:13.0
392,1,798,82,00:00:13.033333333333333
393,1,796,76,00:00:13.066666666666666
394,1,796,67,00:00:13.1
395,1,796,68,00:00:13.133333333333333
396,1,793,63,00:00:13.166666666666666
397,1,793,60,00:00:13.2
398,1,791,56,00:00:13.233333333333333
399,1,791,56,00:00:13.266666666666666
400,1,788,56,00:00:13.299999999999999
401,1,788,56,00:00:13.333333333333334
402,1,786,58,00:00:13.366666666666667
403,1,786,61,00:00:13.4
404,1,783,66,00:00:13.433333333333334
405,1,781,71,00:00:13.466666666666667
406,1,778,78,00:00:13.5
407,1,778,78,00:00:13.533333333333333
408,1,776,87,00:00:13.566666666666666
409,1,773,97,00:00:13.6
410,1,771,110,00:00:13.633333333333333
411,1,768,121,00:00:13.666666666666666
412,1,766,137,00:00:13.7
413,1,766,136,00:00:13.733333333333333
414,1,763,148,00:00:13.766666666666666
415,1,761,166,00:00:13.799999999999999
416,1,758,182,00:00:13.833333333333334
417,1,757,197,00:00:13.866666666666667
418,1,756,216,00:00:13.9
419,1,756,216,00:00:13.933333333333334
420,1,753,233,00:00:13.966666666666667
421,1,751,255,00:00:14.0
422,1,751,273,00:00:14.033333333333333
423,1,751,290,00:00:14.066666666666666
424,1,747,313,00:00:14.1
425,1,747,310,00:00:14.133333333333333
426,1,746,332,00:00:14.166666666666666
427,1,745,352,00:00:14.2
428,1,721,355,00:00:14.233333333333333
429,1,706,347,00:00:14.266666666666666
430,1,693,345,00:00:14.299999999999999
431,0,0,0,00:00:14.333333333333334
432,0,0,0,00:00:14.366666666666667
433,0,0,0,00:00:14.4
434,0,0,0,00:00:14.433333333333334
435,1,638,348,00:00:14.466666666666667
436,0,0,0,00:00:14.5
437,0,0,0,00:00:14.533333333333333
438,0,0,0,00:00:14.566666666666666
439,1,651,305,00:00:14.6
440,0,0,0,00:00:14.633333333333333
441,0,0,0,00:00:14.666666666666666
442,0,0,0,00:00:14.7
443,0,0,0,00:00:14.733333333333333
444,1,631,307,00:00:14.766666666666666
445,1,627,303,00:00:14.799999999999999
446,1,623,303,00:00:14.833333333333334
447,1,620,301,00:00:14.866666666666667
448,1,615,301,00:00:14.9
449,1,616,301,00:00:14.933333333333334
450,1,611,303,00:00:14.966666666666667
451,1,606,306,00:00:15.0
452,1,602,311,00:00:15.033333333333333
453,1,598,316,00:00:15.066666666666666
454,1,595,321,00:00:15.1
455,1,596,321,00:00:15.133333333333333
456,1,591,328,00:00:15.166666666666666
457,1,588,336,00:00:15.2
458,1,583,346,00:00:15.233333333333333
459,1,581,356,00:00:15.266666666666666
460,1,577,366,00:00:15.299999999999999
461,1,578,366,00:00:15.333333333333334
462,1,575,378,00:00:15.366666666666667
463,1,571,391,00:00:15.4
464,1,567,406,00:00:15.433333333333334
465,1,565,418,00:00:15.466666666666667
466,1,561,436,00:00:15.5
467,1,561,433,00:00:15.533333333333333
468,1,553,428,00:00:15.566666666666666
469,1,526,430,00:00:15.6
470,1,543,395,00:00:15.633333333333333
471,1,538,380,00:00:15.666666666666666
472,1,538,371,00:00:15.7
473,1,538,372,00:00:15.733333333333333
474,1,536,363,00:00:15.766666666666666
475,1,531,356,00:00:15.799999999999999
476,1,527,351,00:00:15.833333333333334
477,1,526,346,00:00:15.866666666666667
478,1,523,342,00:00:15.9
479,1,523,342,00:00:15.933333333333334
480,1,521,341,00:00:15.966666666666667
481,1,518,341,00:00:16.0
482,1,517,343,00:00:16.03333333333333
483,1,516,346,00:00:16.066666666666666
484,1,516,348,00:00:16.1
485,1,516,350,00:00:16.133333333333333
486,1,516,353,00:00:16.166666666666668
487,1,516,360,00:00:16.2
488,1,513,366,00:00:16.233333333333334
489,1,511,371,00:00:16.266666666666666
490,1,511,386,00:00:16.3
491,1,511,385,00:00:16.333333333333332
492,1,508,393,00:00:16.366666666666667
493,1,506,403,00:00:16.4
494,1,506,416,00:00:16.433333333333334
495,1,521,380,00:00:16.466666666666665
496,1,541,311,00:00:16.5
497,1,532,331,00:00:16.53333333333333
498,1,551,276,00:00:16.566666666666666
499,1,561,246,00:00:16.6
500,1,576,208,00:00:16.633333333333333
501,1,586,185,00:00:16.666666666666668
502,1,596,158,00:00:16.7
503,1,595,161,00:00:16.733333333333334
504,1,603,141,00:00:16.766666666666666
505,1,611,125,00:00:16.8
506,1,621,106,00:00:16.833333333333332
507,1,626,96,00:00:16.866666666666667
508,1,633,82,00:00:16.9
509,0,0,0,00:00:16.933333333333334
510,1,640,72,00:00:16.966666666666665
511,1,646,67,00:00:17.0
512,1,651,61,00:00:17.03333333333333
513,1,656,57,00:00:17.066666666666666
514,1,662,55,00:00:17.1
515,1,661,56,00:00:17.133333333333333
516,1,668,53,00:00:17.166666666666668
517,1,673,53,00:00:17.2
518,1,678,56,00:00:17.233333333333334
519,1,683,56,00:00:17.266666666666666
520,1,686,61,00:00:17.3
521,1,686,61,00:00:17.333333333333332
522,1,582,372,00:00:17.366666666666667
523,1,695,71,00:00:17.4
524,1,700,81,00:00:17.433333333333334
525,1,701,91,00:00:17.466666666666665
526,1,706,101,00:00:17.5
527,1,705,102,00:00:17.53333333333333
528,1,708,113,00:00:17.566666666666666
529,1,711,127,00:00:17.6
530,1,713,142,00:00:17.633333333333333
531,1,716,156,00:00:17.666666666666668
532,1,717,172,00:00:17.7
533,1,718,170,00:00:17.733333333333334
534,1,721,191,00:00:17.766666666666666
535,1,721,206,00:00:17.8
536,1,723,228,00:00:17.833333333333332
537,1,726,246,00:00:17.866666666666667
538,1,728,267,00:00:17.9
539,1,728,265,00:00:17.933333333333334
540,1,731,286,00:00:17.966666666666665
541,1,731,306,00:00:18.0
542,1,732,331,00:00:18.03333333333333
543,1,733,348,00:00:18.066666666666666
544,1,733,368,00:00:18.1
545,1,735,367,00:00:18.133333333333333
546,1,736,393,00:00:18.166666666666668
547,1,736,412,00:00:18.2
548,1,746,386,00:00:18.233333333333334
549,1,752,367,00:00:18.266666666666666
550,1,756,353,00:00:18.3
551,1,756,355,00:00:18.333333333333332
552,1,761,343,00:00:18.366666666666667
553,1,763,336,00:00:18.4
554,1,766,331,00:00:18.433333333333334
555,1,771,327,00:00:18.466666666666665
556,1,772,326,00:00:18.5
557,1,772,326,00:00:18.53333333333333
558,1,776,326,00:00:18.566666666666666
559,1,777,326,00:00:18.6
560,1,780,328,00:00:18.633333333333333
561,1,781,331,00:00:18.666666666666668
562,1,783,335,00:00:18.7
563,1,783,335,00:00:18.733333333333334
564,1,786,340,00:00:18.766666666666666
565,1,786,343,00:00:18.8
566,1,788,351,00:00:18.833333333333332
567,1,791,356,00:00:18.866666666666667
568,1,791,363,00:00:18.9
569,1,791,363,00:00:18.933333333333334
570,1,795,371,00:00:18.966666666666665
571,1,800,366,00:00:19.0
572,1,802,351,00:00:19.03333333333333
573,1,806,341,00:00:19.066666666666666
574,1,808,331,00:00:19.1
575,1,808,333,00:00:19.133333333333333
576,1,808,328,00:00:19.166666666666668
577,1,811,326,00:00:19.2
578,1,815,326,00:00:19.233333333333334
579,1,816,323,00:00:19.266666666666666
580,1,820,321,00:00:19.3
581,1,820,321,00:00:19.333333333333332
582,1,821,323,00:00:19.366666666666667
583,1,823,326,00:00:19.4
584,1,825,328,00:00:19.433333333333334
585,1,826,333,00:00:19.466666666666665
586,1,827,340,00:00:19.5
587,1,826,338,00:00:19.53333333333333
588,1,828,346,00:00:19.566666666666666
589,1,830,355,00:00:19.6
590,1,831,362,00:00:19.633333333333333
591,1,831,373,00:00:19.666666666666668
592,1,832,382,00:00:19.7
593,1,832,381,00:00:19.733333333333334
594,1,830,395,00:00:19.766666666666666
595,1,832,407,00:00:19.8
596,1,835,421,00:00:19.833333333333332
597,1,828,401,00:00:19.866666666666667
598,1,826,378,00:00:19.9
599,1,826,380,00:00:19.933333333333334
600,1,823,351,00:00:19.966666666666665
601,1,821,336,00:00:20.0
602,1,818,321,00:00:20.03333333333333
603,1,816,311,00:00:20.066666666666666
604,1,816,301,00:00:20.1
605,1,816,302,00:00:20.133333333333333
606,1,813,296,00:00:20.166666666666668
607,1,813,291,00:00:20.2
608,1,811,287,00:00:20.233333333333334
609,1,811,286,00:00:20.266666666666666
610,1,811,285,00:00:20.3
611,1,811,283,00:00:20.333333333333332
612,1,811,285,00:00:20.366666666666667
613,1,811,286,00:00:20.4
614,1,810,290,00:00:20.433333333333334
615,1,810,291,00:00:20.466666666666665
616,1,811,296,00:00:20.5
617,1,810,296,00:00:20.53333333333333
618,1,810,301,00:00:20.566666666666666
619,1,810,306,00:00:20.6
620,1,811,313,00:00:20.633333333333333
621,1,811,321,00:00:20.666666666666668
622,1,811,328,00:00:20.7
623,1,811,327,00:00:20.733333333333334
624,1,811,337,00:00:20.766666666666666
625,1,811,346,00:00:20.8
626,1,811,356,00:00:20.833333333333332
627,1,811,366,00:00:20.866666666666667
628,1,808,368,00:00:20.9
629,0,0,0,00:00:20.933333333333334
630,1,808,365,00:00:20.966666666666665
631,0,0,0,00:00:21.0
632,0,0,0,00:00:21.03333333333333
633,0,0,0,00:00:21.066666666666666
634,0,0,0,00:00:21.1
635,0,0,0,00:00:21.133333333333333
636,0,0,0,00:00:21.166666666666668
637,0,0,0,00:00:21.2
638,0,0,0,00:00:21.233333333333334
639,0,0,0,00:00:21.266666666666666
640,0,0,0,00:00:21.3
641,0,0,0,00:00:21.333333333333332
642,0,0,0,00:00:21.366666666666667
643,0,0,0,00:00:21.4
644,0,0,0,00:00:21.433333333333334
645,0,0,0,00:00:21.466666666666665
646,1,798,306,00:00:21.5
647,0,0,0,00:00:21.53333333333333
648,0,0,0,00:00:21.566666666666666
649,0,0,0,00:00:21.6
650,0,0,0,00:00:21.633333333333333
651,0,0,0,00:00:21.666666666666668
652,0,0,0,00:00:21.7
653,1,820,337,00:00:21.733333333333334
654,0,0,0,00:00:21.766666666666666
655,1,798,368,00:00:21.8
656,0,0,0,00:00:21.833333333333332
657,0,0,0,00:00:21.866666666666667
658,1,598,478,00:00:21.9
659,1,802,366,00:00:21.933333333333334
660,1,803,367,00:00:21.966666666666665
661,1,803,366,00:00:22.0
662,1,806,367,00:00:22.03333333333333
663,1,806,367,00:00:22.066666666666666
664,1,806,366,00:00:22.1
665,1,806,367,00:00:22.133333333333333
666,0,0,0,00:00:22.166666666666668
667,1,807,368,00:00:22.2
668,0,0,0,00:00:22.233333333333334
